# C1 - Advanced Level Words (CEFR C1)
# Format: english|category|partOfSpeech
# Advanced vocabulary for academic and professional contexts
# Advanced Academic & Formal
fearful|General|noun
festive|General|noun
flyer|General|noun
foreman|General|noun
framing|General|noun
geared|General|noun
glacier|General|noun
improper|General|noun
installment|General|noun
judaism|General|noun
kernel|General|noun
larvae|General|noun
miner|General|noun
mosaic|General|noun
mustang|General|noun
needy|General|noun
optics|General|noun
orphan|General|noun
patty|General|noun
staircase|General|noun
tang|General|noun
telecom|General|noun
tolerant|General|noun
toxicity|General|noun
tuberculosis|General|noun
willingly|General|noun
wrapping|General|noun
youthful|General|noun
adhere|General|noun
affirmative|General|noun
handwriting|General|noun
invent|General|noun
satisfactory|General|noun
scooter|General|noun
windy|General|noun
piercing|General|noun
pounding|General|noun
relocation|General|noun
rhino|General|noun
riches|General|noun
rosemary|General|noun
sanitation|General|noun
secrecy|General|noun
alma|General|noun
ambiguous|General|noun
archaeology|General|noun
baltic|General|noun
blitz|General|noun
bosnia|General|noun
brightness|General|noun
burma|General|noun
calculating|General|noun
cartridge|General|noun
cashier|General|noun
cigar|General|noun
circa|General|noun
cloak|General|noun
cologne|General|noun
colombian|General|noun
colt|General|noun
combustion|General|noun
comprehension|General|noun
crescent|General|noun
crises|General|noun
defective|General|noun
disgusted|General|noun
disposable|General|noun
distressed|General|noun
dungeon|General|noun
dwell|General|noun
fiery|General|noun
flux|General|noun
hancock|General|noun
hassle|General|noun
hector|General|noun
immensely|General|noun
incorrectly|General|noun
indicative|General|noun
inexpensive|General|noun
intercept|General|noun
intuitive|General|noun
isabel|General|noun
jockey|General|noun
jolly|General|noun
latitude|General|noun
lea|General|noun
libertarian|General|noun
majestic|General|noun
mastery|General|noun
mccoy|General|noun
metropolis|General|noun
nominate|General|noun
offend|General|noun
orchard|General|noun
organizer|General|noun
overdose|General|noun
parameter|General|noun
pathology|General|noun
procession|General|noun
shameful|General|noun
swollen|General|noun
tanzania|General|noun
tor|General|noun
traveler|General|noun
tunisia|General|noun
unauthorized|General|noun
undo|General|noun
venom|General|noun
wellness|General|noun
abruptly|General|noun
calculator|General|noun
lettuce|General|noun
mango|General|noun
recycled|General|noun
sparkling|General|noun
waitress|General|noun
planetary|General|noun
playboy|General|noun
porcelain|General|noun
programmer|General|noun
promoter|General|noun
psalm|General|noun
psychiatry|General|noun
repetitive|General|noun
researched|General|noun
reversal|General|noun
rue|General|noun
scanner|General|noun
schizophrenia|General|noun
subsidy|General|noun
amidst|General|noun
antarctic|General|noun
aquarium|General|noun
armenia|General|noun
batter|General|noun
baxter|General|noun
belongings|General|noun
blush|General|noun
booster|General|noun
calmly|General|noun
catastrophe|General|noun
chemotherapy|General|noun
circulating|General|noun
cleansing|General|noun
commute|General|noun
complementary|General|noun
consulate|General|noun
culinary|General|noun
demographics|General|noun
din|General|noun
discrete|General|noun
disguised|General|noun
disturb|General|noun
eminent|General|noun
encryption|General|noun
fencing|General|noun
filtering|General|noun
fleming|General|noun
flop|General|noun
fraternity|General|noun
furry|General|noun
glitter|General|noun
graveyard|General|noun
hardship|General|noun
hen|General|noun
hoover|General|noun
implication|General|noun
induce|General|noun
interrogation|General|noun
lithium|General|noun
managerial|General|noun
mister|General|noun
moderately|General|noun
multimedia|General|noun
multinational|General|noun
oasis|General|noun
oddly|General|noun
paced|General|noun
pagan|General|noun
seriousness|General|noun
sup|General|noun
sweaty|General|noun
tailored|General|noun
tame|General|noun
tanner|General|noun
taps|General|noun
tracing|General|noun
upstream|General|noun
vapor|General|noun
vow|General|noun
walnut|General|noun
waterfront|General|noun
winchester|General|noun
witty|General|noun
woven|General|noun
acquaintance|General|noun
heater|General|noun
kite|General|noun
suitcase|General|noun
cabbage|General|noun
cloudy|General|noun
phi|General|noun
plaintiff|General|noun
plum|General|noun
plural|General|noun
prevail|General|noun
prevailing|General|noun
puff|General|noun
rag|General|noun
routing|General|noun
safeguard|General|noun
sedan|General|noun
sewage|General|noun
sgt|General|noun
slang|General|noun
spirited|General|noun
spoiler|General|noun
ambush|General|noun
amend|General|noun
aussie|General|noun
baptism|General|noun
blond|General|noun
blur|General|noun
blvd|General|noun
boogie|General|noun
bowel|General|noun
brow|General|noun
bureaucracy|General|noun
canton|General|noun
cater|General|noun
chimney|General|noun
compassionate|General|noun
comrade|General|noun
convertible|General|noun
crater|General|noun
creeping|General|noun
cumulative|General|noun
desperation|General|noun
diarrhea|General|noun
disposed|General|noun
distortion|General|noun
doctoral|General|noun
drifting|General|noun
edged|General|noun
educator|General|noun
entitlement|General|noun
finch|General|noun
fragment|General|noun
fulfil|General|noun
garner|General|noun
hesitation|General|noun
humiliation|General|noun
impairment|General|noun
impatient|General|noun
karate|General|noun
leasing|General|noun
lighthouse|General|noun
lore|General|noun
lush|General|noun
luxurious|General|noun
meg|General|noun
messiah|General|noun
ministerial|General|noun
monty|General|noun
mystical|General|noun
obstruction|General|noun
odyssey|General|noun
oneself|General|noun
penetrate|General|noun
slid|General|noun
summon|General|noun
tavern|General|noun
telegram|General|noun
titanium|General|noun
tuck|General|noun
turbulence|General|noun
uneven|General|noun
urgency|General|noun
ware|General|noun
waterproof|General|noun
wonderfully|General|noun
wording|General|noun
academia|General|noun
accreditation|General|noun
administer|General|noun
icy|General|noun
kettle|General|noun
pea|General|noun
vase|General|noun
waterfall|General|noun
pioneering|General|noun
poultry|General|noun
reactive|General|noun
reboot|General|noun
restrictive|General|noun
robotic|General|noun
runaway|General|noun
screenplay|General|noun
sect|General|noun
seismic|General|noun
seminary|General|noun
specs|General|noun
stimulating|General|noun
striped|General|noun
stroll|General|noun
algae|General|noun
apache|General|noun
ariel|General|noun
articulate|General|noun
asbestos|General|noun
avoidance|General|noun
babylon|General|noun
barney|General|noun
boutique|General|noun
bowie|General|noun
brewer|General|noun
buffet|General|noun
burner|General|noun
cain|General|noun
catcher|General|noun
chassis|General|noun
clarification|General|noun
concluding|General|noun
consolation|General|noun
dagger|General|noun
deferred|General|noun
descriptive|General|noun
dryer|General|noun
elijah|General|noun
empowerment|General|noun
expire|General|noun
flair|General|noun
greenwich|General|noun
haunt|General|noun
headset|General|noun
indulge|General|noun
inmate|General|noun
inscription|General|noun
interpreter|General|noun
intuition|General|noun
kaiser|General|noun
lax|General|noun
lest|General|noun
menace|General|noun
methane|General|noun
misuse|General|noun
nausea|General|noun
neurological|General|noun
optimum|General|noun
oyster|General|noun
pastoral|General|noun
sideways|General|noun
sighted|General|noun
skinned|General|noun
slain|General|noun
swiftly|General|noun
transcription|General|noun
uniquely|General|noun
vat|General|noun
vineyard|General|noun
viola|General|noun
welding|General|noun
whereabouts|General|noun
zeus|General|noun
adobe|General|noun
ala|General|noun
heroine|General|noun
tidy|General|noun
antarctica|General|noun
persist|General|noun
planner|General|noun
plaster|General|noun
playful|General|noun
quota|General|noun
reap|General|noun
rebound|General|noun
recess|General|noun
redeem|General|noun
residue|General|noun
robotics|General|noun
rwanda|General|noun
salsa|General|noun
semiconductor|General|noun
simultaneous|General|noun
snatch|General|noun
stealth|General|noun
subset|General|noun
alarming|General|noun
almond|General|noun
amused|General|noun
arabian|General|noun
asphalt|General|noun
bach|General|noun
backbone|General|noun
beetle|General|noun
blizzard|General|noun
bolivia|General|noun
booklet|General|noun
burgess|General|noun
cameroon|General|noun
celestial|General|noun
characterization|General|noun
chevy|General|noun
conform|General|noun
conversely|General|noun
countess|General|noun
customary|General|noun
dalton|General|noun
devote|General|noun
dispose|General|noun
distinctly|General|noun
favourable|General|noun
flourish|General|noun
flowering|General|noun
fragrance|General|noun
gloucester|General|noun
guarding|General|noun
harvesting|General|noun
havana|General|noun
hilary|General|noun
impending|General|noun
insignificant|General|noun
insurer|General|noun
jonah|General|noun
lingerie|General|noun
logos|General|noun
madden|General|noun
magician|General|noun
mali|General|noun
marrow|General|noun
medicinal|General|noun
numb|General|noun
pastry|General|noun
pediatric|General|noun
pleading|General|noun
sentimental|General|noun
strained|General|noun
suspense|General|noun
swore|General|noun
syntax|General|noun
tad|General|noun
tandem|General|noun
tempered|General|noun
tertiary|General|noun
thyroid|General|noun
timeless|General|noun
usable|General|noun
vanguard|General|noun
vulgar|General|noun
waiver|General|noun
weave|General|noun
wiring|General|noun
adrenaline|General|noun
comb|General|noun
unfit|General|noun
beginner|General|noun
piracy|General|noun
practise|General|noun
rave|General|noun
residual|General|noun
robe|General|noun
rpg|General|noun
rye|General|noun
socket|General|noun
stool|General|noun
subscriber|General|noun
ashore|General|noun
aura|General|noun
ballroom|General|noun
bilingual|General|noun
bonded|General|noun
canopy|General|noun
chuckle|General|noun
civilized|General|noun
conceal|General|noun
cruiser|General|noun
curl|General|noun
dart|General|noun
denim|General|noun
dependency|General|noun
dew|General|noun
dickens|General|noun
disable|General|noun
disconnected|General|noun
dosage|General|noun
doubtful|General|noun
dysfunction|General|noun
encyclopedia|General|noun
endowment|General|noun
enrichment|General|noun
erect|General|noun
erection|General|noun
examiner|General|noun
fauna|General|noun
fidelity|General|noun
finely|General|noun
flirt|General|noun
flute|General|noun
footprint|General|noun
fore|General|noun
forefront|General|noun
freshwater|General|noun
grouped|General|noun
hardened|General|noun
hateful|General|noun
haunting|General|noun
hepatitis|General|noun
inhabited|General|noun
initiation|General|noun
intensely|General|noun
joanna|General|noun
listener|General|noun
mandarin|General|noun
matte|General|noun
morse|General|noun
niagara|General|noun
nicotine|General|noun
nordic|General|noun
outward|General|noun
pep|General|noun
starve|General|noun
stricken|General|noun
systematically|General|noun
tread|General|noun
tsunami|General|noun
turmoil|General|noun
weir|General|noun
wonderland|General|noun
accessibility|General|noun
acquainted|General|noun
chemist|General|noun
pronunciation|General|noun
stripe|General|noun
tyre|General|noun
appendix|General|noun
perennial|General|noun
persistence|General|noun
postage|General|noun
preschool|General|noun
procedural|General|noun
prohibit|General|noun
quotation|General|noun
seasoned|General|noun
sigma|General|noun
spectator|General|noun
aloud|General|noun
angular|General|noun
anterior|General|noun
approx|General|noun
auditorium|General|noun
augustine|General|noun
barking|General|noun
berkshire|General|noun
boast|General|noun
brandy|General|noun
brethren|General|noun
brink|General|noun
carving|General|noun
cass|General|noun
cctv|General|noun
coastline|General|noun
cobra|General|noun
collaborate|General|noun
comparatively|General|noun
cosmos|General|noun
cuff|General|noun
curling|General|noun
cyclone|General|noun
deposition|General|noun
derive|General|noun
descend|General|noun
descending|General|noun
discriminate|General|noun
diversion|General|noun
doorway|General|noun
empower|General|noun
ethiopian|General|noun
excerpt|General|noun
ezra|General|noun
fabricated|General|noun
foe|General|noun
glamour|General|noun
inbox|General|noun
infinitely|General|noun
influenza|General|noun
instructional|General|noun
introductory|General|noun
jaguar|General|noun
licking|General|noun
ling|General|noun
loft|General|noun
mediation|General|noun
metrics|General|noun
modular|General|noun
nutrient|General|noun
outlaw|General|noun
oversee|General|noun
profoundly|General|noun
relentless|General|noun
roaring|General|noun
symmetry|General|noun
syndicate|General|noun
tibetan|General|noun
ultrasound|General|noun
usher|General|noun
vascular|General|noun
absorbing|General|noun
adjoining|General|noun
humid|General|noun
kangaroo|General|noun
multiply|General|noun
surname|General|noun
broccoli|General|noun
picturesque|General|noun
pivot|General|noun
preventive|General|noun
primer|General|noun
profitability|General|noun
pulmonary|General|noun
rad|General|noun
raspberry|General|noun
regression|General|noun
roaming|General|noun
router|General|noun
sabbath|General|noun
alternating|General|noun
ancestry|General|noun
annex|General|noun
antibiotic|General|noun
barbados|General|noun
bartender|General|noun
birch|General|noun
bland|General|noun
blended|General|noun
bohemian|General|noun
breastfeeding|General|noun
bridal|General|noun
buckle|General|noun
canoe|General|noun
chilly|General|noun
cider|General|noun
cobb|General|noun
consciously|General|noun
correspond|General|noun
cradle|General|noun
despise|General|noun
diocese|General|noun
dispersed|General|noun
doorstep|General|noun
enriched|General|noun
equip|General|noun
footing|General|noun
handler|General|noun
hind|General|noun
jackpot|General|noun
knowingly|General|noun
legged|General|noun
lex|General|noun
litre|General|noun
longing|General|noun
mailed|General|noun
marcel|General|noun
mating|General|noun
mesa|General|noun
microscope|General|noun
mixer|General|noun
nuisance|General|noun
obedience|General|noun
obligated|General|noun
outing|General|noun
overload|General|noun
payable|General|noun
shovel|General|noun
staggering|General|noun
tedious|General|noun
tug|General|noun
utilization|General|noun
