# C2 - Proficiency Level Words (CEFR C2)
# Format: english|category|partOfSpeech
# Proficiency vocabulary - rare, literary, and specialized terms
# Rare & Literary Vocabulary
overstock|General|noun
indignantly|General|noun
filmy|General|noun
trivium|General|noun
boardgame|General|noun
closeout|General|noun
dace|General|noun
hoarsely|General|noun
extern|General|noun
absently|General|noun
remortgage|General|noun
monophonic|General|noun
postfix|General|noun
zombi|General|noun
booky|General|noun
schoolchild|General|noun
postoffice|General|noun
evite|General|noun
swimmingpool|General|noun
ibes|General|noun
fryingpan|General|noun
usedto|General|noun
sciencefiction|General|noun
rockmusic|General|noun
icehockey|General|noun
bottlebank|General|noun
chatshow|General|noun
chewinggum|General|noun
computermemory|General|noun
idcard|General|noun
indoorაგრin|General|noun
indoorsაგრin|General|noun
insteadof|General|noun
lunchtimeანlunch|General|noun
navyblue|General|noun
pencilcase|General|noun
penfriend|General|noun
pocketmoney|General|noun
primaryschool|General|noun
publicopinion|General|noun
publictransport|General|noun
remotecontrol|General|noun
secondaryschool|General|noun
soapopera|General|noun
socialstudies|General|noun
southernაგრsouthern|General|noun
swimmingcostume|General|noun
tabletennis|General|noun
textmessage|General|noun
trafficjam|General|noun
trafficlights|General|noun
travelagent|General|noun
waitingroom|General|noun
washingmachine|General|noun
weatherforecast|General|noun
yoghurtაგრyogurt|General|noun
englishword|General|noun
phdაგრphd|General|noun
physiologicalაგრphysiologic|General|noun
pickupაგრpick|General|noun
plcაგრplc|General|noun
pmაგრpmანpm|General|noun
poiაგრpoe|General|noun
premiereაგრpremiére|General|noun
presაგრpres|General|noun
ptაგრpt|General|noun
ptsაგრpts|General|noun
quartetაგრquartette|General|noun
savannahაგრsavanna|General|noun
shemaleაგრshe|General|noun
shortcutანshortcut|General|noun
socანsoc|General|noun
somedayაგრsomeday|General|noun
soundtrackაგრsoundtrack|General|noun
sparksაგრsparks|General|noun
sudokuაგრsudoku|General|noun
ecologicაგრecological|General|noun
eerieაგრeery|General|noun
energeticანenergetical|General|noun
enrolანenroll|General|noun
enrolmentანenrollment|General|noun
fiberglassანfiberglass|General|noun
fortranანfortran|General|noun
genealogicalაგრgenealogic|General|noun
geneticაგრgenetical|General|noun
geologicანgeological|General|noun
grandmaაგრgrandmammaაგრgrandmama|General|noun
grandpaაგრgrandpapa|General|noun
hierarchicანhierarchical|General|noun
horsepowerანhorsepower|General|noun
hystericანhysterical|General|noun
incაგრinc|General|noun
infraredანinfra|General|noun
inpatientანin|General|noun
jesseაგრjessieანjessy|General|noun
julioანgiulio|General|noun
kioskაგრkiosque|General|noun
kosherანkasher|General|noun
kraftაგრkraftpaper|General|noun
kwაგრkw|General|noun
liedაგრlied|General|noun
limerickანlimerick|General|noun
longevityაგრlongaevity|General|noun
marijuanaანmarihuana|General|noun
memაგრmem|General|noun
minnieანminny|General|noun
modellingანmodeling|General|noun
naïveაგრnaive|General|noun
nannyაგრnannie|General|noun
navajoაგრnavaho|General|noun
nearbyაგრnear|General|noun
nirvanaაგრnirwana|General|noun
noაგრno|General|noun
noelაგრnoël|General|noun
octetაგრoctette|General|noun
okანokiv|General|noun
ombudsmanაგრombudsman|General|noun
onlineაგრon|General|noun
optimisticაგრoptimistical|General|noun
overseasაგრoverseaii|General|noun
pაგრp|General|noun
symbolicაგრsymbolical|General|noun
symmetricაგრsymmetrical|General|noun
syncაგრsynch|General|noun
thxანthx|General|noun
tiaანtia|General|noun
toolkitანtoolkit|General|noun
unაგრun|General|noun
unbiasedაგრunbiassed|General|noun
unescoაგრunesco|General|noun
unicefანunicef|General|noun
unmistakableაგრunmistakeable|General|noun
usernameაგრusername|General|noun
utopiaაგრutopia|General|noun
vაგრv|General|noun
verandaაგრverandah|General|noun
viewpointანview|General|noun
vsაგრvs|General|noun
